"","max_PM2.5","max_O3","max_PM10","Longitude","Latitude","Elevation","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_INDUSTRIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN"
"1505",5.35,0.052,24,-77.10468,38.77335,73,0,0,0,0,1
"1506",5.5,0.054,18,-83.2082,42.22862,179,0,1,0,0,1
"1507",4,0.04,11,-114.61444,32.690278,60,0,1,0,0,0
"1508",13.6,0.045,30,-102.4018,48.64193,681,1,0,0,1,0
"1509",16.1,0.04,27,-106.5852,35.1343,1591,0,0,0,0,0
"1510",3.1,0.039,7,-84.2905,33.6878,239,0,0,0,0,1
"1511",5.3,0.045,15,-95.976537,36.204902,201,0,0,0,0,0
"1512",4.1,0.044,14,-96.807299,44.348604,499,1,0,0,1,0
"1513",3.1,0.033,6,-90.198348,38.656429,155,0,0,0,0,0
"1514",7.2,0.03,14,-91.179219,30.461981,19,0,1,0,0,0
"1515",9.8,0.02,9,-118.683685,34.276316,307,0,0,0,0,1
"1516",6.9,0.031,34,-119.691218,34.427775,24,0,0,0,0,0
"1517",6.1,0.047,7,-78.915,40.309722,357,0,1,0,0,0
"1518",7.6,0.04,20,-106.65739,35.01708,1508,0,1,0,1,0
"1519",2.7,0.044,3,-96.85535,46.933754,271,1,0,0,0,1
"1520",5.5,0.04,22,-121.73269,38.66121,11,0,0,0,0,1
"1521",6.5,0.036,5,-121.126371,36.209286,104,0,0,0,0,0
"1522",3.9,0.028,12,-112.036298,40.496392,1496,0,0,0,0,1
"1523",7.9,0.047,24,-111.872222,40.736389,1304,0,0,0,0,1
"1524",3.1,0.036,15,-122.399044,37.765946,51,0,0,1,0,0
"1525",8.9,0.058,37,-112.036298,40.496392,1496,0,0,0,0,1
"1526",5.7,0.014,2,-72.902871,41.3014,2,0,1,0,0,0
"1527",8.8,0.039,17,-115.078742,36.141875,543,0,0,0,0,0
"1528",7.3,0.029,7,-90.198348,38.656429,155,0,0,0,0,0
"1529",9.15,0.063,23,-121.126371,36.209286,104,0,0,0,0,0
"1530",14.05,0.056,37,-80.628611,28.053611,9,0,0,0,0,0
"1531",7.3,0.057,20,-101.428056,47.185833,621,1,0,0,1,0
"1532",4.6,0.038,27,-106.961763,44.80353,1147,0,0,0,0,0
"1533",2.3,0.042,8,-102.4018,48.64193,681,1,0,0,1,0
"1534",4.4,0.049,9,-79.802314,36.109006,246,0,0,0,0,0
"1535",10.6,0.059,22,-120.680277,38.20185,310,1,0,0,1,0
"1536",13,0.046,32,-101.428056,47.185833,621,1,0,0,1,0
"1537",8.2,0.064,19,-78.915,40.309722,357,0,1,0,0,0
"1538",8.6,0.028,7,-115.253333,36.106389,738,0,0,0,0,1
"1539",10.4,0.05,17,-100.76821,46.825425,566,0,0,0,0,1
"1540",4.65,0.044,14,-77.013178,38.921847,56,0,1,0,0,0
"1541",2.2,0.03,20,-93.299894,37.256137,385,0,0,0,0,1
"1542",5,0.04,9,-96.700769,43.54792,449,0,1,0,0,0
"1543",3.5,0.036,6,-111.86536,33.41018,370,0,1,0,0,1
"1544",7.4,0.044,9,-112.06619,33.56031,386,0,0,0,0,1
"1545",5.2,0.032,10,-119.8284,34.44551,18,0,0,0,0,1
"1546",11.15,0.042,16.5,-90.395904,38.448672,161,0,0,0,0,1
"1547",3.4,0.046,19,-71.0826,42.3295,20,0,1,0,0,0
"1548",8.05,0.042,12,-115.253333,36.106389,738,0,0,0,0,1
"1549",9.7,0.05,20,-119.143182,34.25239,39,0,0,0,1,0
"1550",3.8,0.046,14,-90.587611,41.530011,222,0,0,0,0,0
"1551",5.85,0.041,70,-119.143182,34.25239,39,0,0,0,1,0
"1552",21.8,0.048,143,-112.07526,33.40314,325,0,0,0,0,0
"1553",5.9,0.041,14,-80.592318,40.427372,242,0,0,0,0,1
"1554",25.5,0.065,75,-120.994212,37.642165,29,0,1,0,0,0
"1555",5.3,0.046,40,-111.852199,41.842649,1353,0,0,0,1,0
"1556",4.9,0.045,19,-92.281296,34.756189,84,0,1,0,0,0
"1557",8.7,0.04,14,-112.19193,33.57453,359,0,0,0,1,0
"1558",8.2,0.026,24,-70.748017,43.075371,8,0,0,0,0,0
"1559",13.4,0.054,13,-78.904037,36.032955,124,0,1,0,0,1
"1560",2.6,0.04,1,-101.766944,47.298611,601,1,0,0,1,0
"1561",12.6,0.039,25.5,-111.852199,41.842649,1353,0,0,0,1,0
"1562",12.7,0.046,26,-119.291228,36.332179,110,0,1,0,0,0
"1563",6.4,0.038,13.5,-95.257593,29.733726,13,0,0,1,0,0
"1564",3.5,0.049,14,-100.76821,46.825425,566,0,0,0,0,1
"1565",3.7,0.053,45,-109.455315,47.048537,1250,0,1,0,1,0
"1566",2.8,0.03,6,-111.975524,41.206321,1321,0,0,0,0,0
"1567",9.4,0.079,35,-119.8284,34.44551,18,0,0,0,0,1
"1568",10.3,0.026,10,-95.326137,29.901036,26,0,0,0,0,1
"1569",4,0.046,14,-118.130511,34.669739,742,0,1,0,0,0
"1570",17.6,0.048,45,-77.54817,43.14618,137,0,0,0,0,0
"1571",4.75,0.048,9,-120.66617,35.49453,269,0,1,0,0,1
"1572",5.8,0.05,16,-111.86536,33.41018,370,0,1,0,0,1
"1573",6,0.033,14,-94.167457,32.668987,77,1,0,0,1,0
"1574",11.5,0.062,30,-111.93471,33.41123,357,0,0,0,0,0
"1575",1,0.046,9,-119.643447,36.31567,76,0,0,0,0,1
"1576",5.5,0.047,19,-120.034203,36.953256,85,0,1,0,0,1
"1577",6,0.048,12,-91.179219,30.461981,19,0,1,0,0,0
"1578",7.9,0.037,27,-120.680277,38.20185,310,1,0,0,1,0
"1579",11,0.049,31,-76.878333,39.055277,50,0,0,0,0,1
"1580",3.15,0.032,4,-106.584434,31.796218,1156,0,0,0,0,1
"1581",8,0.053,32,-112.095767,33.503833,343,0,0,0,0,0
"1582",4.8,0.033,5,-86.114444,39.810833,233,0,0,0,0,1
"1583",1.1,0.038,1.66666666666667,-119.746761,39.540917,1348,0,0,0,0,1
"1584",9.2,0.065,33.5,-82.0224,33.4339,49,0,0,0,0,1
"1585",12.1,0.028,17.5,-93.207615,45.13768,277,0,1,0,0,1
"1586",8.7,0.035,30,-118.330783,37.360684,1239,1,0,0,1,0
"1587",12.15,0.061,26.5,-121.99887,39.18919,16,0,1,0,1,0
"1588",3.2,0.026,7,-104.778334,41.182227,1842,0,0,0,0,1
"1589",5.75,0.06,34,-91.179219,30.461981,19,0,1,0,0,0
"1590",11.4,0.042,21,-75.4325,40.611944,117,0,1,0,0,1
"1591",8.6,0.0355,16,-112.095767,33.503833,343,0,0,0,0,0
"1592",11.9,0.058,23,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"1593",4.1,0.024,8,-80.226438,36.110693,279,0,0,0,0,0
"1594",5.25,0.046,14,-96.707208,42.751518,352,1,0,0,1,0
"1595",7.4,0.057,21,-87.913504,43.060975,209,0,1,0,0,0
"1596",9,0.028,27,-119.8284,34.44551,18,0,0,0,0,1
"1597",10.8,0.04,24,-101.766944,47.298611,601,1,0,0,1,0
"1598",0.5,0.047,3,-87.799227,42.139996,200,0,0,0,0,1
"1599",3.3,0.024,8,-95.47594,37.67696,304,0,0,0,0,1
"1600",9.7,0.063,10,-104.676944,47.8679,693,1,0,0,1,0
"1601",2.6,0.04,2,-101.428056,47.185833,621,1,0,0,1,0
"1602",5.9,0.039,11,-106.65739,35.01708,1508,0,1,0,1,0
"1603",7.2,0.035,15,-84.49761,38.06503,294,0,0,0,0,1
"1604",3.8,0.053,21,-78.904037,36.032955,124,0,1,0,0,1
"1605",5.5,0.031,9,-80.316442,40.747796,211,0,0,0,0,0
"1606",3.3,0.032,6,-102.5273,47.3132,664,1,0,0,1,0
"1607",4.5,0.042,13,-117.32554,34.510961,913,0,0,0,0,1
"1608",9.3,0.038,23,-86.586362,34.687761,212,0,1,0,0,0
"1609",5.5,0.037,8,-122.25556,40.17093,100,0,0,0,0,1
"1610",7.4,0.039,14,-120.994212,37.642165,29,0,1,0,0,0
"1611",10.8,0.046,18,-99.763424,38.770081,668,1,0,0,1,0
"1612",1.6,0.044,15,-100.76821,46.825425,566,0,0,0,0,1
"1613",7.1,0.053,28,-112.06619,33.56031,386,0,0,0,0,1
"1614",7.4,0.053,28,-111.86536,33.41018,370,0,1,0,0,1
"1615",3.3,0.037,3,-111.884467,40.902967,1311,0,0,0,0,1
"1616",8.2,0.033,17,-111.93471,33.41123,357,0,0,0,0,0
"1617",6,0.043,11,-97.475083,35.614131,355,0,0,0,0,1
"1618",6.2,0.057,27,-119.807717,39.525083,1380,0,0,0,0,0
"1619",4,0.029,10,-124.17949,40.77678,22,0,0,0,0,1
"1620",9.6,0.018,17,-112.19193,33.57453,359,0,0,0,1,0
"1621",6.2,0.059,19,-118.130511,34.669739,742,0,1,0,0,0
"1622",8.3,0.03,28,-101.571583,47.940861,626,1,0,0,1,0
"1623",7.55,0.047,10,-118.330783,37.360684,1239,1,0,0,1,0
"1624",8.6,0.053,16,-120.994212,37.642165,29,0,1,0,0,0
"1625",4.3,0.03,7,-117.4924,33.99636,231,0,0,0,0,1
"1626",7.05,0.046,19,-104.778334,41.182227,1842,0,0,0,0,1
"1627",9.2,0.033,4,-76.283333,40.046667,107,0,0,1,0,1
"1628",4.4,0.061,22,-114.61444,32.690278,60,0,1,0,0,0
"1629",15,0.045,24,-80.628611,28.053611,9,0,0,0,0,0
"1630",3.36666666666667,0.038,13,-80.316442,40.747796,211,0,0,0,0,0
"1631",7.9,0.038,19,-121.84047,39.76168,66,0,1,0,0,1
"1632",7.2,0.044,15,-120.6693,35.25651,42,0,1,0,0,0
"1633",3.4,0.037,7,-96.707208,42.751518,352,1,0,0,1,0
"1634",6.23333333333333,0.039,6,-71.0826,42.3295,20,0,1,0,0,0
"1635",2.7,0.034,12,-119.77321,36.78538,100,0,1,0,0,0
"1636",5.1,0.029,9,-121.126371,36.209286,104,0,0,0,0,0
"1637",10.7,0.022,11,-93.299894,37.256137,385,0,0,0,0,1
"1638",3.5,0.025,12,-111.93471,33.41123,357,0,0,0,0,0
"1639",2,0.049,11,-80.316442,40.747796,211,0,0,0,0,0
"1640",7.16666666666667,0.049,20,-111.975524,41.206321,1321,0,0,0,0,0
"1641",7.6,0.017,20,-118.130511,34.669739,742,0,1,0,0,0
"1642",6.85,0.048,21,-121.126371,36.209286,104,0,0,0,0,0
"1643",4.86666666666667,0.045,14,-72.902871,41.3014,2,0,1,0,0,0
"1644",6.3,0.041,7.33333333333333,-119.77321,36.78538,100,0,1,0,0,0
"1645",5,0.038,10,-100.76821,46.825425,566,0,0,0,0,1
"1646",20,0.06,23,-120.435611,34.942872,70,0,1,0,0,0
"1647",9.8,0.056,41,-112.14256,33.48378,332,0,0,0,0,1
"1648",2.5,0.034,4.66666666666667,-120.836008,37.488317,31,0,0,0,0,1
"1649",10.2,0.022,19,-119.807717,39.525083,1380,0,0,0,0,0
"1650",9.55,0.05,18,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"1651",8.1,0.049,24,-96.807299,44.348604,499,1,0,0,1,0
"1652",0.7,0.042,4,-95.47594,37.67696,304,0,0,0,0,1
"1653",1.2,0.028,3,-87.933333,43.016667,199,0,1,0,0,0
"1654",6.8,0.061,34,-95.128508,29.670025,10,0,0,0,0,0
"1655",10.3,0.058,23,-116.968133,32.817978,112,0,1,0,0,1
"1656",5.5,0.028,11,-106.27767,42.8463,1581,0,0,0,0,1
"1657",11.9,0.039,18,-93.207615,45.13768,277,0,1,0,0,1
"1658",8.6,0.033,20,-120.034203,36.953256,85,0,1,0,0,1
"1659",9.2,0.051,14,-90.587611,41.530011,222,0,0,0,0,0
"1660",1.8,0.047,2,-80.592318,40.427372,242,0,0,0,0,1
"1661",11.4,0.039,19,-102.5273,47.3132,664,1,0,0,1,0
"1662",3,0.06,11,-93.643118,41.603159,280,0,1,0,0,0
"1663",6.6,0.038,9,-122.356811,37.9604,11,0,1,0,0,0
"1664",5.7,0.038,9,-81.0525,29.206667,15,0,1,0,0,1
"1665",26.3,0.059,51,-94.635605,39.117219,273,0,0,0,0,0
"1666",12.1,0.05,71,-72.07882,41.35362,28,0,1,0,0,1
"1667",8.5,0.053,28,-101.571583,47.940861,626,1,0,0,1,0
"1668",6.6,0.041,28,-95.711275,39.024265,283,0,0,0,0,0
"1669",13.75,0.024,21,-80.226438,36.110693,279,0,0,0,0,0
"1670",2.6,0.013,12,-120.435611,34.942872,70,0,1,0,0,0
"1671",13.5,0.062,77,-114.021499,46.842181,969,0,0,0,0,1
"1672",6.95,0.03,12.3333333333333,-101.941218,43.74561,743,1,0,0,1,0
"1673",4.5,0.059,18,-76.283333,40.046667,107,0,0,1,0,1
"1674",0,0.036,2,-106.5852,35.1343,1591,0,0,0,0,0
"1675",4.9,0.049,18,-111.713611,40.341389,1426,0,0,0,0,1
"1676",3.2,0.062,15,-112.19193,33.57453,359,0,0,0,1,0
"1677",7.8,0.035,56,-117.274063,34.106678,321,0,1,0,0,1
"1678",11,0.028,23,-81.972222,28.028889,62,0,0,0,0,1
"1679",8.9,0.037,20,-119.746761,39.540917,1348,0,0,0,0,1
"1680",12.9,0.036,18,-100.76821,46.825425,566,0,0,0,0,1
"1681",10.2,0.027,7,-90.395904,38.448672,161,0,0,0,0,1
"1682",5.4,0.036,17,-107.119184,41.783389,2016,0,0,0,0,1
"1683",6.5,0.045,25,-119.691218,34.427775,24,0,0,0,0,0
"1684",10.3,0.071,35.5,-93.207615,45.13768,277,0,1,0,0,1
"1685",11.75,0.054,47,-87.913504,43.060975,209,0,1,0,0,0
"1686",1.4,0.036,15,-104.778334,41.182227,1842,0,0,0,0,1
"1687",10.5,0.001,14,-119.807717,39.525083,1380,0,0,0,0,0
"1688",6.2,0.044,14,-114.61444,32.690278,60,0,1,0,0,0
"1689",3.4,0.039,6,-118.683685,34.276316,307,0,0,0,0,1
"1690",9.3,0.044,29,-117.49201,34.10002,371,0,0,1,0,1
"1691",1.2,0.042,1,-76.283333,40.046667,107,0,0,1,0,1
"1692",2.8,0.038,4,-81.678449,41.492117,181,0,1,0,0,0
"1693",6.8,0.041,21,-111.872222,40.736389,1304,0,0,0,0,1
"1694",5.6,0.026,13,-106.65739,35.01708,1508,0,1,0,1,0
"1695",4.6,0.024,7.5,-101.571583,47.940861,626,1,0,0,1,0
"1696",6,0.027,9,-86.815,33.553056,180,0,1,0,0,0
"1697",1.6,0.03,16,-119.716433,36.819449,112,0,0,0,0,0
"1698",7.9,0.035,6,-104.778334,41.182227,1842,0,0,0,0,1
"1699",4.3,0.037,8,-95.976537,36.204902,201,0,0,0,0,0
"1700",2.1,0.041,23.5,-80.785683,35.2401,234,0,0,0,0,0
"1701",10.9,0.063,29,-111.713611,40.341389,1426,0,0,0,0,1
"1702",6.4,0.051,35,-106.5852,35.1343,1591,0,0,0,0,0
"1703",14.65,0.057,41.5,-104.75308,41.13069,1827,0,0,0,0,0
"1704",14.2,0.032,33,-101.428056,47.185833,621,1,0,0,1,0
"1705",3,0.037,8,-104.778334,41.182227,1842,0,0,0,0,1
"1706",4.25,0.024,9,-72.902871,41.3014,2,0,1,0,0,0
"1707",7.7,0.037,16,-72.631667,41.784722,18,0,0,0,0,1
"1708",4.1,0.064,15,-78.915,40.309722,357,0,1,0,0,0
"1709",9.7,0.038,16,-95.973142,41.247486,374,0,0,0,0,1
"1710",3,0.047,6.66666666666667,-114.61444,32.690278,60,0,1,0,0,0
"1711",8.8,0.058,45,-96.85535,46.933754,271,1,0,0,0,1
"1712",5.9,0.02,5,-99.763424,38.770081,668,1,0,0,1,0
"1713",11.1,0.045,16,-78.370833,40.535278,372,0,0,1,0,1
"1714",0.1,0.048,4,-100.76821,46.825425,566,0,0,0,0,1
"1715",3.9,0.037,10,-118.330783,37.360684,1239,1,0,0,1,0
"1716",10,0.024,48,-81.3625,28.596389,27,0,1,0,0,0
"1717",4.8,0.039,10,-93.207615,45.13768,277,0,1,0,0,1
"1718",10.6,0.053,26,-122.602877,45.496641,68,0,0,0,0,1
"1719",14.5,0.044,53,-111.86536,33.41018,370,0,1,0,0,1
"1720",8.45,0.047,28,-119.77321,36.78538,100,0,1,0,0,0
"1721",6.7,0.042,21,-78.574167,35.856111,103,0,0,0,0,1
"1722",6.9,0.058,27,-84.50404,39.12886,249,0,1,0,0,0
"1723",3.45,0.045,10,-120.435611,34.942872,70,0,1,0,0,0
"1724",4.3,0.037,11,-106.65739,35.01708,1508,0,1,0,1,0
"1725",6.5,0.048,21,-110.74526,43.48256,1913,0,0,0,0,0
"1726",5.45,0.047,12.5,-77.013178,38.921847,56,0,1,0,0,0
"1727",3.1,0.055,11,-84.50404,39.12886,249,0,1,0,0,0
"1728",8,0.025,21,-117.41601,33.99958,255,0,0,0,0,1
"1729",6.1,0.024,8,-96.85535,46.933754,271,1,0,0,0,1
"1730",6.4,0.05,9,-119.71877,39.621434,1371,0,0,0,0,1
"1731",1.9,0.033,2,-93.207615,45.13768,277,0,1,0,0,1
"1732",0,0.032,5,-107.862471,48.317507,795,1,0,0,1,0
"1733",2.5,0.038,3,-111.93471,33.41123,357,0,0,0,0,0
"1734",8,0.064,40,-95.976537,36.204902,201,0,0,0,0,0
"1735",6.65,0.043,7,-114.021499,46.842181,969,0,0,0,0,1
"1736",4.7,0.035,15,-78.574167,35.856111,103,0,0,0,0,1
"1737",6.9,0.036,27,-106.5852,35.1343,1591,0,0,0,0,0
"1738",7.4,0.053,18,-120.435611,34.942872,70,0,1,0,0,0
"1739",10.2,0.052,27,-104.778334,41.182227,1842,0,0,0,0,1
"1740",2.8,0.019,4,-117.93845,33.83062,41,0,0,0,0,1
"1741",7.9,0.036,20,-119.716433,36.819449,112,0,0,0,0,0
"1742",8.2,0.049,32,-72.902871,41.3014,2,0,1,0,0,0
"1743",26.15,0.016,23,-77.013178,38.921847,56,0,1,0,0,0
"1744",4.4,0.055,16,-114.61444,32.690278,60,0,1,0,0,0
"1745",8.6,0.021,13.6666666666667,-103.2995,47.5812,602,1,0,0,1,0
"1746",7.9,0.041,19,-77.40027,37.55652,54,0,0,0,0,1
"1747",3.5,0.044,7,-77.013178,38.921847,56,0,1,0,0,0
"1748",5.3,0.042,12,-92.042908,30.22611,15,0,1,0,0,1
"1749",10.5,0.026,28,-76.878333,39.055277,50,0,0,0,0,1
"1750",7.2,0.021,14,-71.0826,42.3295,20,0,1,0,0,0
"1751",5.95,0.054,21,-118.683685,34.276316,307,0,0,0,0,1
"1752",4.5,0.054,23,-92.281296,34.756189,84,0,1,0,0,0
"1753",4.3,0.071,12,-81.3625,28.596389,27,0,1,0,0,0
"1754",6.2,0.026,13,-109.455315,47.048537,1250,0,1,0,1,0
"1755",11,0.054,19,-95.973142,41.247486,374,0,0,0,0,1
"1756",15.8,0.053,35,-85.89804,38.06091,135,0,0,0,0,1
"1757",5.1,0.034,7,-81.3625,28.596389,27,0,1,0,0,0
"1758",2.1,0.046,15.3333333333333,-72.631667,41.784722,18,0,0,0,0,1
"1759",5.9,0.037,12,-96.85535,46.933754,271,1,0,0,0,1
"1760",6.45,0.041,11,-81.972222,28.028889,62,0,0,0,0,1
"1761",8.9,0.053,39,-104.778334,41.182227,1842,0,0,0,0,1
"1762",2.4,0.044,7,-100.76821,46.825425,566,0,0,0,0,1
"1763",6.96666666666667,0.034,13.5,-96.707208,42.751518,352,1,0,0,1,0
"1764",7.3,0.061,17,-121.49311,38.56844,8,0,0,0,0,0
"1765",4.9,0.033,16,-96.707208,42.751518,352,1,0,0,1,0
"1766",5.3,0.038,11,-114.021499,46.842181,969,0,0,0,0,1
"1767",6.2,0.032,11,-101.941218,43.74561,743,1,0,0,1,0
"1768",2.3,0.019,6,-100.76821,46.825425,566,0,0,0,0,1
"1769",10.9,0.043,42,-111.975524,41.206321,1321,0,0,0,0,0
"1770",4.75,0.026,9,-93.643118,41.603159,280,0,1,0,0,0
"1771",10.1,0.027,7,-112.07526,33.40314,325,0,0,0,0,0
"1772",6.2,0.041,25,-118.22688,34.06659,93,0,0,0,0,0
"1773",18.1,0.021,65,-82.659241,38.508075,169,0,0,0,0,1
"1774",26.45,0.042,48,-77.013178,38.921847,56,0,1,0,0,0
"1775",6.8,0.05,19,-117.93845,33.83062,41,0,0,0,0,1
"1776",5,0.024,10,-72.631667,41.784722,18,0,0,0,0,1
"1777",1.6,0.027,1,-120.6693,35.25651,42,0,1,0,0,0
"1778",25.7,0.024,33,-120.994212,37.642165,29,0,1,0,0,0
"1779",11.5,0.065,39,-104.75308,41.13069,1827,0,0,0,0,0
"1780",6.4,0.026,12,-104.778334,41.182227,1842,0,0,0,0,1
"1781",1.2,0.04,6,-106.584434,31.796218,1156,0,0,0,0,1
"1782",12.6,0.07,36,-70.748017,43.075371,8,0,0,0,0,0
"1783",1.8,0.035,4,-107.549444,43.081667,1800,0,0,1,1,0
"1784",4.9,0.049,15,-112.19193,33.57453,359,0,0,0,1,0
"1785",18.05,0.074,25,-87.46375,37.8712,121,0,1,0,1,0
"1786",5.2,0.036,3,-121.268523,37.950741,8,0,0,0,0,0
"1787",6.8,0.044,27,-111.975524,41.206321,1321,0,0,0,0,0
"1788",9.4,0.042,32,-80.316442,40.747796,211,0,0,0,0,0
"1789",5.1,0.036,8,-111.975524,41.206321,1321,0,0,0,0,0
"1790",5.575,0.0485,12,-117.274063,34.106678,321,0,1,0,0,1
"1791",6.9,0.027,7,-101.766944,47.298611,601,1,0,0,1,0
"1792",12.75,0.033,14,-93.207615,45.13768,277,0,1,0,0,1
"1793",30.1,0.016,64,-84.2905,33.6878,239,0,0,0,0,1
"1794",13,0.048,28,-103.2995,47.5812,602,1,0,0,1,0
"1795",5.25,0.08,35,-95.711275,39.024265,283,0,0,0,0,0
"1796",4.6,0.044,9,-111.663056,40.253611,1426,0,1,0,0,0
"1797",6.3,0.029,9,-119.746761,39.540917,1348,0,0,0,0,1
"1798",5.9,0.05,26,-114.021499,46.842181,969,0,0,0,0,1
"1799",3.55,0.037,14,-111.93471,33.41123,357,0,0,0,0,0
"1800",10.4666666666667,0.029,17,-119.807717,39.525083,1380,0,0,0,0,0
"1801",5.9,0.055,9,-117.32554,34.510961,913,0,0,0,0,1
"1802",3.3,0.056,28,-114.021499,46.842181,969,0,0,0,0,1
"1803",11.1,0.029,35.6666666666667,-111.93471,33.41123,357,0,0,0,0,0
"1804",4.25,0.04,15,-81.0525,29.206667,15,0,1,0,0,1
"1805",12.7,0.059,36,-80.038611,42.14175,192,0,1,0,0,1
"1806",9.9,0.03,18,-111.93471,33.41123,357,0,0,0,0,0
"1807",3.95,0.047,7,-101.766944,47.298611,601,1,0,0,1,0
"1808",2.2,0.043,17,-111.663056,40.253611,1426,0,1,0,0,0
"1809",9.8,0.039,17,-86.263394,32.412811,64,0,1,0,0,1
"1810",8.6,0.056,12,-104.676944,47.8679,693,1,0,0,1,0
"1811",15,0.043,26,-96.807299,44.348604,499,1,0,0,1,0
"1812",6.8,0.039,9,-101.766944,47.298611,601,1,0,0,1,0
"1813",6,0.026,14,-105.00518,39.77949,1602,0,0,0,0,0
"1814",7.7,0.05,19,-115.052942,36.048705,564,0,0,0,0,1
"1815",6.8,0.035,14,-80.316442,40.747796,211,0,0,0,0,0
"1816",5.03333333333333,0.028,9.5,-84.2905,33.6878,239,0,0,0,0,1
"1817",4.4,0.046,12,-120.66617,35.49453,269,0,1,0,0,1
"1818",2.6,0.035,3,-124.17949,40.77678,22,0,0,0,0,1
"1819",-1.4,0.032,8,-121.126371,36.209286,104,0,0,0,0,0
"1820",9.25,0.041,21,-106.584434,31.796218,1156,0,0,0,0,1
"1821",4.4,0.04,15,-81.0525,29.206667,15,0,1,0,0,1
"1822",5.3,0.064,27,-96.807299,44.348604,499,1,0,0,1,0
"1823",2.1,0.05,2,-96.707208,42.751518,352,1,0,0,1,0
"1824",8.6,0.061,66,-96.807299,44.348604,499,1,0,0,1,0
"1825",8.6,0.054,20,-81.3625,28.596389,27,0,1,0,0,0
"1826",6.3,0.048,11,-70.748017,43.075371,8,0,0,0,0,0
"1827",9.6,0.044,14,-77.013178,38.921847,56,0,1,0,0,0
"1828",3.9,0.067,19,-94.167457,32.668987,77,1,0,0,1,0
"1829",19.95,0.034,21,-95.711275,39.024265,283,0,0,0,0,0
"1830",9.3,0.061,42,-122.602877,45.496641,68,0,0,0,0,1
"1831",11.2,0.046,48,-86.114444,39.810833,233,0,0,0,0,1
"1832",5.7,0.039,9,-75.080833,39.991389,4,0,0,0,0,0
"1833",6.2,0.02,18,-76.283333,40.046667,107,0,0,1,0,1
"1834",3.03333333333333,0.057,8,-122.520004,37.97231,2,0,1,0,0,0
"1835",13.1,0.024,15,-95.711275,39.024265,283,0,0,0,0,0
"1836",-1.2,0.032,11,-115.122953,36.191251,571,0,1,0,0,0
"1837",5.85,0.037,5,-75.080833,39.991389,4,0,0,0,0,0
"1838",5.7,0.022,10,-96.85535,46.933754,271,1,0,0,0,1
"1839",9.2,0.049,13,-91.179219,30.461981,19,0,1,0,0,0
"1840",3.43333333333333,0.023,9,-72.902871,41.3014,2,0,1,0,0,0
"1841",14,0.052,49,-111.93471,33.41123,357,0,0,0,0,0
"1842",-0.6,0.042,6,-100.76821,46.825425,566,0,0,0,0,1
"1843",38.4,0.048,61,-75.4325,40.611944,117,0,1,0,0,1
"1844",5.9,0.051,26,-121.894898,37.348497,19,0,1,0,0,0
"1845",5,0.045,12,-96.85535,46.933754,271,1,0,0,0,1
"1846",6.8,0.045,15,-97.475083,35.614131,355,0,0,0,0,1
"1847",16.5,0.057,37,-72.902871,41.3014,2,0,1,0,0,0
"1848",14.55,0.06,31,-115.078742,36.141875,543,0,0,0,0,0
"1849",3.4,0.062,13,-112.07526,33.40314,325,0,0,0,0,0
"1850",5.1,0.023,21,-78.915,40.309722,357,0,1,0,0,0
"1851",5.9,0.027,9,-80.316442,40.747796,211,0,0,0,0,0
"1852",10,0.053,47,-81.3625,28.596389,27,0,1,0,0,0
"1853",12.25,0.04,21,-118.683685,34.276316,307,0,0,0,0,1
"1854",9.5,0.057,25,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"1855",12,0.044,19,-104.778334,41.182227,1842,0,0,0,0,1
"1856",8.7,0.059,20,-97.314847,37.702066,404,0,0,0,0,0
"1857",3.4,0.048,5,-76.878333,39.055277,50,0,0,0,0,1
"1858",2.9,0.038,32,-106.961763,44.80353,1147,0,0,0,0,0
"1859",0.95,0.038,7,-95.044951,40.969112,384,1,0,0,1,0
"1860",1.3,0.064,14,-117.93845,33.83062,41,0,0,0,0,1
"1861",2.9,0.053,26,-88.21507,43.020075,253,0,0,0,0,0
"1862",7.36666666666667,0.036,21.5,-70.748017,43.075371,8,0,0,0,0,0
"1863",-0.4,0.046,-1,-96.807299,44.348604,499,1,0,0,1,0
"1864",8.7,0.046,31.5,-80.316442,40.747796,211,0,0,0,0,0
"1865",6,0.042,14,-94.167457,32.668987,77,1,0,0,1,0
"1866",4.2,0.048,17,-70.748017,43.075371,8,0,0,0,0,0
"1867",4.4,0.032,9,-77.013178,38.921847,56,0,1,0,0,0
"1868",8.05,0.044,29.5,-101.428056,47.185833,621,1,0,0,1,0
"1869",3.5,0.031,5,-112.14256,33.48378,332,0,0,0,0,1
"1870",3.8,0.028,9,-103.63951,48.15278,584,0,0,0,0,1
"1871",2.1,0.042,5,-95.326137,29.901036,26,0,0,0,0,1
"1872",8.1,0.035,19,-119.643447,36.31567,76,0,0,0,0,1
"1873",8.1,0.026,14,-114.61444,32.690278,60,0,1,0,0,0
"1874",20.4,0.06,42,-111.86536,33.41018,370,0,1,0,0,1
"1875",10.05,0.043,13,-91.179219,30.461981,19,0,1,0,0,0
