"","max_PM2.5","max_O3","max_PM10","Longitude","Latitude","Elevation","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_INDUSTRIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN"
"754",11.2,0.019,17,-106.65739,35.01708,1508,0,1,0,1,0
"755",6.7,0.041,33,-115.078742,36.141875,543,0,0,0,0,0
"756",6.85,0.019,19,-81.3625,28.596389,27,0,1,0,0,0
"757",4.2,0.057,7,-88.21507,43.020075,253,0,0,0,0,0
"758",9.1,0.035,10,-96.85535,46.933754,271,1,0,0,0,1
"759",7,0.044,9,-117.41601,33.99958,255,0,0,0,0,1
"760",5.5,0.038,19,-117.41601,33.99958,255,0,0,0,0,1
"761",2.2,0.03,12,-112.19193,33.57453,359,0,0,0,1,0
"762",11.0333333333333,0.016,12,-80.038611,42.14175,192,0,1,0,0,1
"763",11,0.063,30,-112.14256,33.48378,332,0,0,0,0,1
"764",6.5,0.058,34,-120.680277,38.20185,310,1,0,0,1,0
"765",0.3,0.041,15,-120.435611,34.942872,70,0,1,0,0,0
"766",9.1,0.041,28,-111.975524,41.206321,1321,0,0,0,0,0
"767",4.8,0.033,17,-120.435611,34.942872,70,0,1,0,0,0
"768",14.9,0.054,14,-70.748017,43.075371,8,0,0,0,0,0
"769",0.2,0.034,8,-117.92391,34.1365,172,0,0,0,0,1
"770",5.1,0.029,11,-119.643447,36.31567,76,0,0,0,0,1
"771",6.05,0.066,14,-117.274063,34.106678,321,0,1,0,0,1
"772",8.7,0.072,23,-121.618549,39.138773,18,0,1,0,0,1
"773",8,0.057,18,-119.746761,39.540917,1348,0,0,0,0,1
"774",7.1,0.056,40,-87.401312,39.485987,148,0,0,0,0,0
"775",7.9,0.067,18,-89.850249,35.151699,90,0,0,0,0,1
"776",4.3,0.075,27,-85.89804,38.06091,135,0,0,0,0,1
"777",4.6,0.066,34,-96.700769,43.54792,449,0,1,0,0,0
"778",2.5,0.044,6,-105.00518,39.77949,1602,0,0,0,0,0
"779",7.8,0.042,21,-96.707208,42.751518,352,1,0,0,1,0
"780",10.4,0.048,22,-121.368014,38.613779,23,0,0,0,0,1
"781",15.1,0.038,40,-80.256944,26.053889,7,0,0,0,0,1
"782",2.8,0.033,14,-70.748017,43.075371,8,0,0,0,0,0
"783",8.5,0.048,32,-104.987625,39.751184,1593,0,1,0,0,0
"784",3.25,0.033,57,-112.095767,33.503833,343,0,0,0,0,0
"785",7.4,0.058,27,-78.370833,40.535278,372,0,0,1,0,1
"786",3.65,0.049,6.5,-76.699444,39.965278,131,0,0,0,0,1
"787",14.9,0.018,34,-90.587611,41.530011,222,0,0,0,0,0
"788",4.1,0.037,5,-114.021499,46.842181,969,0,0,0,0,1
"789",24.6,0.013,32,-121.49311,38.56844,8,0,0,0,0,0
"790",2.8,0.036,11,-80.226438,36.110693,279,0,0,0,0,0
"791",8,0.055,15,-82.9881,38.23887,225,0,0,0,1,0
"792",6,0.029,7,-119.643447,36.31567,76,0,0,0,0,1
"793",7.5,0.049,28,-93.643118,41.603159,280,0,1,0,0,0
"794",9.7,0.039,15,-122.602877,45.496641,68,0,0,0,0,1
"795",20.7,0.061,27,-80.592318,40.427372,242,0,0,0,0,1
"796",14.3,0.061,47,-115.052942,36.048705,564,0,0,0,0,1
"797",13.1,0.063,38,-91.179219,30.461981,19,0,1,0,0,0
"798",1.65,0.037,3,-120.680277,38.20185,310,1,0,0,1,0
"799",8.8,0.045,16,-97.475083,35.614131,355,0,0,0,0,1
"800",6,0.041,26,-106.65739,35.01708,1508,0,1,0,1,0
"801",12.1,0.021,20,-78.915,40.309722,357,0,1,0,0,0
"802",4.8,0.033,12,-114.61444,32.690278,60,0,1,0,0,0
"803",22.3,0.031,36,-111.86536,33.41018,370,0,1,0,0,1
"804",6,0.044,23,-112.095767,33.503833,343,0,0,0,0,0
"805",6.1,0.032,13,-112.14256,33.48378,332,0,0,0,0,1
"806",11,0.008,51,-97.475083,35.614131,355,0,0,0,0,1
"807",8.53333333333333,0.053,29,-95.973142,41.247486,374,0,0,0,0,1
"808",11.8,0.032,27,-84.2905,33.6878,239,0,0,0,0,1
"809",3.6,0.059,8,-72.07882,41.35362,28,0,1,0,0,1
"810",3.8,0.037,12,-112.14256,33.48378,332,0,0,0,0,1
"811",8.3,0.06,23,-85.89804,38.06091,135,0,0,0,0,1
"812",13.3,0.058,28,-118.683685,34.276316,307,0,0,0,0,1
"813",9.3,0.035,16,-93.299894,37.256137,385,0,0,0,0,1
"814",6,0.031,14,-120.994212,37.642165,29,0,1,0,0,0
"815",6.4,0.061,10,-111.872222,40.736389,1304,0,0,0,0,1
"816",6,0.038,23,-111.86536,33.41018,370,0,1,0,0,1
"817",3.4,0.033,3,-80.316442,40.747796,211,0,0,0,0,0
"818",4.8,0.049,22,-77.013178,38.921847,56,0,1,0,0,0
"819",13.6,0.066,22,-111.872222,40.736389,1304,0,0,0,0,1
"820",5,0.019,7,-111.663056,40.253611,1426,0,1,0,0,0
"821",8.1,0.039,16.5,-81.0525,29.206667,15,0,1,0,0,1
"822",7.1,0.048,35.6666666666667,-95.973142,41.247486,374,0,0,0,0,1
"823",7.5,0.042,11,-120.034203,36.953256,85,0,1,0,0,1
"824",8.55,0.04,10,-92.281296,34.756189,84,0,1,0,0,0
"825",7.5,0.04,12,-97.475083,35.614131,355,0,0,0,0,1
"826",6.7,0.011,7,-111.713611,40.341389,1426,0,0,0,0,1
"827",6.46666666666667,0.039,13,-75.4325,40.611944,117,0,1,0,0,1
"828",5,0.045,15,-112.06619,33.56031,386,0,0,0,0,1
"829",2.2,0.033,4,-99.763424,38.770081,668,1,0,0,1,0
"830",5,0.049,6,-93.207615,45.13768,277,0,1,0,0,1
"831",3.6,0.045,13,-111.86536,33.41018,370,0,1,0,0,1
"832",4,0.038,5,-79.802314,36.109006,246,0,0,0,0,0
"833",6.5,0.058,16,-111.872222,40.736389,1304,0,0,0,0,1
"834",11.1,0.031,23,-88.21507,43.020075,253,0,0,0,0,0
"835",4.3,0.037,4,-81.0525,29.206667,15,0,1,0,0,1
"836",5,0.072,23,-95.973142,41.247486,374,0,0,0,0,1
"837",7.3,0.039,11,-81.3625,28.596389,27,0,1,0,0,0
"838",25.9,0.034,12,-92.042908,30.22611,15,0,1,0,0,1
"839",4.8,0.042,11,-120.435611,34.942872,70,0,1,0,0,0
"840",8.2,0.033,16,-87.46375,37.8712,121,0,1,0,1,0
"841",6.5,0.039,35,-70.748017,43.075371,8,0,0,0,0,0
"842",4.4,0.049,10,-120.66617,35.49453,269,0,1,0,0,1
"843",10.25,0.022,20,-120.435611,34.942872,70,0,1,0,0,0
"844",3.15,0.027,9,-117.32554,34.510961,913,0,0,0,0,1
"845",4.5,0.045,17,-101.571583,47.940861,626,1,0,0,1,0
"846",1.8,0.032,7,-118.683685,34.276316,307,0,0,0,0,1
"847",6.8,0.036,17,-96.807299,44.348604,499,1,0,0,1,0
"848",6.7,0.045,30,-118.683685,34.276316,307,0,0,0,0,1
"849",3.7,0.031,14,-104.75308,41.13069,1827,0,0,0,0,0
"850",4.15,0.019,12,-105.00518,39.77949,1602,0,0,0,0,0
"851",7.4,0.043,10,-120.4575,34.63782,34,0,1,0,0,0
"852",15.3,0.019,15,-119.807717,39.525083,1380,0,0,0,0,0
"853",15,0.062,24,-96.807299,44.348604,499,1,0,0,1,0
"854",4.1,0.046,27,-119.746761,39.540917,1348,0,0,0,0,1
"855",4.6,0.048,6,-109.455315,47.048537,1250,0,1,0,1,0
"856",1.7,0.032,6,-115.238282,36.270592,712,0,0,0,0,0
"857",4.7,0.035,9,-80.256944,26.053889,7,0,0,0,0,1
"858",3.4,0.028,12,-109.455315,47.048537,1250,0,1,0,1,0
"859",6.45,0.037,12.5,-81.3625,28.596389,27,0,1,0,0,0
"860",9.5,0.065,25,-106.65739,35.01708,1508,0,1,0,1,0
"861",8.6,0.035,16,-71.0826,42.3295,20,0,1,0,0,0
"862",6.2,0.059,27,-104.778334,41.182227,1842,0,0,0,0,1
"863",-0.7,0.053,14,-91.179219,30.461981,19,0,1,0,0,0
"864",5.2,0.037,13,-117.4924,33.99636,231,0,0,0,0,1
"865",3.5,0.032,7,-112.06619,33.56031,386,0,0,0,0,1
"866",6.9,0.029,20,-87.913504,43.060975,209,0,1,0,0,0
"867",11.3,0.053,52,-100.76821,46.825425,566,0,0,0,0,1
"868",2.55,0.046,7,-122.602877,45.496641,68,0,0,0,0,1
"869",9.9,0.051,37,-96.707208,42.751518,352,1,0,0,1,0
"870",1.2,0.0195,5,-118.683685,34.276316,307,0,0,0,0,1
"871",12.2,0.028,7,-75.080833,39.991389,4,0,0,0,0,0
"872",3,0.038,5,-112.19193,33.57453,359,0,0,0,1,0
"873",12.75,0.022,25,-93.299894,37.256137,385,0,0,0,0,1
"874",13.6,0.066,16,-80.785683,35.2401,234,0,0,0,0,0
"875",5.7,0.046,15,-86.815,33.553056,180,0,1,0,0,0
"876",6.1,0.034,9,-117.149653,32.701492,15,0,1,0,0,0
"877",6.6,0.031,17,-119.807717,39.525083,1380,0,0,0,0,0
"878",4.4,0.02,7,-76.283333,40.046667,107,0,0,1,0,1
"879",8.2,0.04,21,-117.41601,33.99958,255,0,0,0,0,1
"880",8.2,0.053,55,-70.748017,43.075371,8,0,0,0,0,0
"881",7,0.043,15,-119.77321,36.78538,100,0,1,0,0,0
"882",5.7,0.046,5.5,-98.291069,26.22621,42,0,0,0,0,1
"883",0.3,0.04,3,-87.913504,43.060975,209,0,1,0,0,0
"884",11.25,0.057,47,-93.207615,45.13768,277,0,1,0,0,1
"885",3.8,0.034,5,-112.095767,33.503833,343,0,0,0,0,0
"886",11.9,0.06,16,-78.915,40.309722,357,0,1,0,0,0
"887",4.1,0.036,19,-80.785683,35.2401,234,0,0,0,0,0
"888",12.1,0.056,25,-111.93471,33.41123,357,0,0,0,0,0
"889",6.5,0.038,30,-115.078742,36.141875,543,0,0,0,0,0
"890",2.8,0.035,8,-120.66617,35.49453,269,0,1,0,0,1
"891",13.65,0.073,36,-75.4325,40.611944,117,0,1,0,0,1
"892",5.1,0.042,12,-76.878333,39.055277,50,0,0,0,0,1
"893",3.9,0.046,30.6666666666667,-106.65739,35.01708,1508,0,1,0,1,0
"894",12.5,0.03,119,-107.549444,43.081667,1800,0,0,1,1,0
"895",4.5,0.037,25,-106.5852,35.1343,1591,0,0,0,0,0
"896",4.4,0.051,25,-121.84047,39.76168,66,0,1,0,0,1
"897",4.5,0.043,4,-72.982778,43.608056,170,0,1,0,0,0
"898",1.4,0.018,5,-80.256944,26.053889,7,0,0,0,0,1
"899",4.7,0.05,10,-70.748017,43.075371,8,0,0,0,0,0
"900",10.7,0.05,30,-106.584434,31.796218,1156,0,0,0,0,1
"901",4.8,0.063,26,-106.5852,35.1343,1591,0,0,0,0,0
"902",5.6,0.042,14,-92.281296,34.756189,84,0,1,0,0,0
"903",8,0.043,34,-70.748017,43.075371,8,0,0,0,0,0
"904",35.9,0.037,90,-112.095767,33.503833,343,0,0,0,0,0
"905",4,0.029,6,-77.013178,38.921847,56,0,1,0,0,0
"906",13.3,0.014,22,-73.902,40.816,20,0,0,0,0,0
"907",2.4,0.036,17,-94.635605,39.117219,273,0,0,0,0,0
"908",5.7,0.041,11,-95.976537,36.204902,201,0,0,0,0,0
"909",6.2,0.053,12,-80.256944,26.053889,7,0,0,0,0,1
"910",8.75,0.037,16.3333333333333,-95.976537,36.204902,201,0,0,0,0,0
"911",2.6,0.029,7,-106.5852,35.1343,1591,0,0,0,0,0
"912",14.5666666666667,0.017,17,-76.878333,39.055277,50,0,0,0,0,1
"913",7.45,0.054,15,-103.63951,48.15278,584,0,0,0,0,1
"914",9.5,0.054,23,-120.4575,34.63782,34,0,1,0,0,0
"915",7.4,0.039,11,-102.4018,48.64193,681,1,0,0,1,0
"916",4.25,0.037,7,-119.716433,36.819449,112,0,0,0,0,0
"917",10.9,0.045,25,-102.5273,47.3132,664,1,0,0,1,0
"918",4.5,0.019,13,-90.198348,38.656429,155,0,0,0,0,0
"919",46.3,0.032,49,-117.49201,34.10002,371,0,0,1,0,1
"920",4.4,0.059,19,-120.66617,35.49453,269,0,1,0,0,1
"921",5.5,0.055,15,-118.330783,37.360684,1239,1,0,0,1,0
"922",2.6,0.043,5,-97.475083,35.614131,355,0,0,0,0,1
"923",7,0.033,21,-83.2082,42.22862,179,0,1,0,0,1
"924",2.9,0.04,6,-112.06619,33.56031,386,0,0,0,0,1
"925",4.4,0.026,4,-76.283333,40.046667,107,0,0,1,0,1
"926",11.7,0.048,30,-119.71877,39.621434,1371,0,0,0,0,1
"927",7.9,0.024,17,-119.716433,36.819449,112,0,0,0,0,0
"928",5.8,0.028,8,-88.621111,43.466111,267,1,0,0,1,0
"929",10.7333333333333,0.054,21.3333333333333,-102.5273,47.3132,664,1,0,0,1,0
"930",9.4,0.064,24,-96.700769,43.54792,449,0,1,0,0,0
"931",3.65,0.042,11.5,-121.49311,38.56844,8,0,0,0,0,0
"932",5.8,0.059,15,-116.944222,32.789561,144,0,1,0,0,1
"933",9.2,0.036,17.5,-115.078742,36.141875,543,0,0,0,0,0
"934",8.25,0.034,13,-93.299894,37.256137,385,0,0,0,0,1
"935",9.6,0.051,51,-121.84047,39.76168,66,0,1,0,0,1
"936",3.2,0.069,18,-80.316442,40.747796,211,0,0,0,0,0
"937",1.45,0.023,12,-119.746761,39.540917,1348,0,0,0,0,1
"938",2.4,0.045,6,-111.93471,33.41123,357,0,0,0,0,0
"939",9.8,0.01,13,-119.8284,34.44551,18,0,0,0,0,1
"940",2.9,0.033,4,-117.4924,33.99636,231,0,0,0,0,1
"941",6.45,0.023,15,-78.904037,36.032955,124,0,1,0,0,1
"942",14.2,0.0485,39,-120.435611,34.942872,70,0,1,0,0,0
"943",1.3,0.039,2,-93.643118,41.603159,280,0,1,0,0,0
"944",4.25,0.033,7,-100.76821,46.825425,566,0,0,0,0,1
"945",6,0.042,22,-86.114444,39.810833,233,0,0,0,0,1
"946",7.9,0.044,21,-119.691218,34.427775,24,0,0,0,0,0
"947",6,0.063,24,-101.766944,47.298611,601,1,0,0,1,0
"948",2.7,0.044,14,-82.2304,27.96565,33,0,0,0,1,0
"949",4.3,0.043,16,-88.621111,43.466111,267,1,0,0,1,0
"950",11.9,0.043,30,-75.4325,40.611944,117,0,1,0,0,1
"951",2.76666666666667,0.038,5,-121.126371,36.209286,104,0,0,0,0,0
"952",2.7,0.032,6,-80.226438,36.110693,279,0,0,0,0,0
"953",6.1,0.044,30.5,-111.86536,33.41018,370,0,1,0,0,1
"954",7.7,0.046,20,-107.862471,48.317507,795,1,0,0,1,0
"955",11.4,0.027,73,-111.975524,41.206321,1321,0,0,0,0,0
"956",3.2,0.036,4,-106.584434,31.796218,1156,0,0,0,0,1
"957",3.3,0.032,11,-106.5852,35.1343,1591,0,0,0,0,0
"958",2.9,0.043,5,-71.0826,42.3295,20,0,1,0,0,0
"959",12.35,0.022,17,-88.621111,43.466111,267,1,0,0,1,0
"960",5.5,0.032,12,-121.3621,36.843425,120,0,0,0,1,0
"961",11.2,0.037,20,-95.257593,29.733726,13,0,0,1,0,0
"962",4.8,0.029,11,-112.07526,33.40314,325,0,0,0,0,0
"963",4.6,0.046,15,-80.316442,40.747796,211,0,0,0,0,0
"964",18.2,0.064,26,-121.99887,39.18919,16,0,1,0,1,0
"965",3.9,0.044,18,-112.06619,33.56031,386,0,0,0,0,1
"966",7.2,0.047,26,-92.042908,30.22611,15,0,1,0,0,1
"967",5.1,0.03,10,-111.93471,33.41123,357,0,0,0,0,0
"968",4,0.041,3,-119.716433,36.819449,112,0,0,0,0,0
"969",6.7,0.066,20,-80.226438,36.110693,279,0,0,0,0,0
"970",6.85,0.062,17.5,-88.621111,43.466111,267,1,0,0,1,0
"971",13.4,0.05,27,-120.66617,35.49453,269,0,1,0,0,1
"972",5.3,0.053,9,-85.89804,38.06091,135,0,0,0,0,1
"973",4.8,0.042,17,-77.013178,38.921847,56,0,1,0,0,0
"974",16.4,0.03,27,-112.14256,33.48378,332,0,0,0,0,1
"975",12.4,0.037,81,-87.913504,43.060975,209,0,1,0,0,0
"976",15.1,0.021,45,-107.862471,48.317507,795,1,0,0,1,0
"977",17.7,0.036,17,-112.06619,33.56031,386,0,0,0,0,1
"978",13.7,0.05,29,-109.455315,47.048537,1250,0,1,0,1,0
"979",4.2,0.046,22,-96.85535,46.933754,271,1,0,0,0,1
"980",7.66,0.045,12,-77.013178,38.921847,56,0,1,0,0,0
"981",13.3,0.022,27,-119.691218,34.427775,24,0,0,0,0,0
"982",7,0.06,13,-109.455315,47.048537,1250,0,1,0,1,0
"983",0.6,0.03,2,-72.902871,41.3014,2,0,1,0,0,0
"984",6.5,0.032,6,-76.283333,40.046667,107,0,0,1,0,1
"985",3.05,0.029,18,-115.052942,36.048705,564,0,0,0,0,1
"986",4.2,0.033,5,-110.74526,43.48256,1913,0,0,0,0,0
"987",6.25,0.03,6,-106.5852,35.1343,1591,0,0,0,0,0
"988",3.2,0.041,11,-120.6693,35.25651,42,0,1,0,0,0
"989",10.1666666666667,0.072,36.5,-112.14256,33.48378,332,0,0,0,0,1
"990",3.2,0.045,9,-111.86536,33.41018,370,0,1,0,0,1
"991",5.9,0.021,16,-112.06619,33.56031,386,0,0,0,0,1
"992",3.3,0.041,2,-96.707208,42.751518,352,1,0,0,1,0
"993",2.6,0.037,4,-106.65739,35.01708,1508,0,1,0,1,0
"994",7.8,0.046,21,-111.93471,33.41123,357,0,0,0,0,0
"995",3.9,0.042,18,-72.902871,41.3014,2,0,1,0,0,0
"996",8.9,0.043,16,-87.401312,39.485987,148,0,0,0,0,0
"997",3.8,0.044,7,-117.93845,33.83062,41,0,0,0,0,1
"998",3.8,0.052,9,-119.807717,39.525083,1380,0,0,0,0,0
"999",9.6,0.062,18,-97.475083,35.614131,355,0,0,0,0,1
"1000",4.2,0.024,7,-115.078742,36.141875,543,0,0,0,0,0
"1001",1.8,0.034,7,-107.119184,41.783389,2016,0,0,0,0,1
"1002",6.95,0.049,16,-121.3621,36.843425,120,0,0,0,1,0
"1003",8.8,0.038,15,-120.4575,34.63782,34,0,1,0,0,0
"1004",10.3,0.059,31,-119.716433,36.819449,112,0,0,0,0,0
"1005",3.4,0.051,6,-111.975524,41.206321,1321,0,0,0,0,0
"1006",1.7,0.038,0,-101.941218,43.74561,743,1,0,0,1,0
"1007",6,0.036,11,-106.65739,35.01708,1508,0,1,0,1,0
"1008",5.7,0.034,15,-74.192892,40.720989,29,0,0,0,0,0
"1009",4.3,0.053,24,-121.3621,36.843425,120,0,0,0,1,0
"1010",34.95,0.022,23,-80.038611,42.14175,192,0,1,0,0,1
"1011",18.4,0.045,12,-112.14256,33.48378,332,0,0,0,0,1
"1012",13.5,0.065,27,-119.716433,36.819449,112,0,0,0,0,0
"1013",4.8,0.027,18,-85.89804,38.06091,135,0,0,0,0,1
"1014",9.2,0.053,27,-68.2609,44.37705,131,1,0,0,1,0
"1015",14.9,0.069,76,-112.19193,33.57453,359,0,0,0,1,0
"1016",10.05,0.053,23,-121.894898,37.348497,19,0,1,0,0,0
"1017",2.5,0.03,5,-112.06619,33.56031,386,0,0,0,0,1
"1018",1,0.051,7,-85.89804,38.06091,135,0,0,0,0,1
"1019",12.55,0.052,22,-106.65739,35.01708,1508,0,1,0,1,0
"1020",30.9,0.041,33,-100.76821,46.825425,566,0,0,0,0,1
"1021",11.45,0.057,20,-101.766944,47.298611,601,1,0,0,1,0
"1022",5.4,0.036,17,-111.93471,33.41123,357,0,0,0,0,0
"1023",7.65,0.031,33,-85.89804,38.06091,135,0,0,0,0,1
"1024",16.6,0.014,18,-120.680277,38.20185,310,1,0,0,1,0
"1025",8,0.037,21,-104.676944,47.8679,693,1,0,0,1,0
"1026",7.76666666666667,0.044,8,-81.0525,29.206667,15,0,1,0,0,1
"1027",3.65,0.0305,8,-119.77321,36.78538,100,0,1,0,0,0
"1028",3.8,0.035,9,-109.455315,47.048537,1250,0,1,0,1,0
"1029",7.5,0.044,8,-81.972222,28.028889,62,0,0,0,0,1
"1030",1.8,0.034,10,-120.836008,37.488317,31,0,0,0,0,1
"1031",5.9,0.044,24,-94.635605,39.117219,273,0,0,0,0,0
"1032",9.35,0.034,12,-96.85535,46.933754,271,1,0,0,0,1
"1033",2.5,0.034,13,-77.013178,38.921847,56,0,1,0,0,0
"1034",4.4,0.062,24,-82.0224,33.4339,49,0,0,0,0,1
"1035",1.4,0.041,13,-120.4575,34.63782,34,0,1,0,0,0
"1036",7.5,0.044,11,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"1037",23.1,0.051,57,-102.5273,47.3132,664,1,0,0,1,0
"1038",5.4,0.056,18,-93.207615,45.13768,277,0,1,0,0,1
"1039",1.7,0.044,2,-91.179219,30.461981,19,0,1,0,0,0
"1040",24.7,0.046,42,-112.06619,33.56031,386,0,0,0,0,1
"1041",4.05,0.07,16,-120.66617,35.49453,269,0,1,0,0,1
"1042",5.7,0.03,22,-104.778334,41.182227,1842,0,0,0,0,1
"1043",3.9,0.047,9,-90.395904,38.448672,161,0,0,0,0,1
"1044",3,0.041,17,-72.902871,41.3014,2,0,1,0,0,0
"1045",2.3,0.051,13,-119.807717,39.525083,1380,0,0,0,0,0
"1046",2.6,0.032,4,-111.852199,41.842649,1353,0,0,0,1,0
"1047",6.6,0.031,32,-101.428056,47.185833,621,1,0,0,1,0
"1048",6.8,0.044,17,-90.182722,32.329111,118,0,1,0,0,0
"1049",9.4,0.047,15,-94.116827,36.1797,411,0,1,0,0,1
"1050",9.3,0.049,19,-103.2995,47.5812,602,1,0,0,1,0
"1051",-0.9,0.031,3,-109.455315,47.048537,1250,0,1,0,1,0
"1052",6.8,0.036,13,-119.716433,36.819449,112,0,0,0,0,0
"1053",4.2,0.057,3,-106.584434,31.796218,1156,0,0,0,0,1
"1054",7.45,0.046,9,-97.366399,37.47689,391,0,0,0,1,0
"1055",20,0.014,28,-77.013178,38.921847,56,0,1,0,0,0
"1056",3.8,0.036,15,-88.621111,43.466111,267,1,0,0,1,0
"1057",2.3,0.029,6,-112.14256,33.48378,332,0,0,0,0,1
"1058",4.95,0.038,12,-111.975524,41.206321,1321,0,0,0,0,0
"1059",8.4,0.041,18,-80.628611,28.053611,9,0,0,0,0,0
"1060",7.8,0.039,9,-96.807299,44.348604,499,1,0,0,1,0
"1061",11.6,0.023,29,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"1062",8.3,0.041,25,-120.994212,37.642165,29,0,1,0,0,0
"1063",5.8,0.045,6,-121.618549,39.138773,18,0,1,0,0,1
"1064",4.5,0.032,11,-119.291228,36.332179,110,0,1,0,0,0
"1065",2.5,0.037,5,-78.574167,35.856111,103,0,0,0,0,1
"1066",34.6666666666667,0.076,76.5,-84.50404,39.12886,249,0,1,0,0,0
"1067",5.8,0.0305,4,-87.577222,38.013333,120,0,1,0,0,1
"1068",10.9,0.024,14.5,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"1069",7.7,0.033,13,-93.207615,45.13768,277,0,1,0,0,1
"1070",2.5,0.052,6,-80.038611,42.14175,192,0,1,0,0,1
"1071",9.33333333333333,0.064,25.5,-80.316442,40.747796,211,0,0,0,0,0
"1072",1.5,0.041,3,-76.283333,40.046667,107,0,0,1,0,1
"1073",6.7,0.018,7,-113.305096,37.179125,1008,0,0,0,1,0
"1074",13,0.024,13,-111.855443,33.488131,377,0,0,0,1,0
"1075",9.1,0.046,13,-86.815,33.553056,180,0,1,0,0,0
"1076",4.3,0.031,33,-114.61444,32.690278,60,0,1,0,0,0
"1077",4.45,0.048,14,-115.238282,36.270592,712,0,0,0,0,0
"1078",3.5,0.033,12,-84.2905,33.6878,239,0,0,0,0,1
"1079",5.7,0.059,20,-102.645864,47.342423,664,1,0,0,1,0
"1080",7.3,0.042,15,-80.316442,40.747796,211,0,0,0,0,0
"1081",-2.3,0.05,12,-112.06619,33.56031,386,0,0,0,0,1
"1082",6.9,0.04,16,-117.4924,33.99636,231,0,0,0,0,1
"1083",11.6,0.042,27,-80.628611,28.053611,9,0,0,0,0,0
"1084",2.9,0.038,7,-119.143182,34.25239,39,0,0,0,1,0
"1085",4.1,0.037,13,-72.631667,41.784722,18,0,0,0,0,1
"1086",2.1,0.037,11,-96.700769,43.54792,449,0,1,0,0,0
"1087",5.2,0.036,15,-91.179219,30.461981,19,0,1,0,0,0
"1088",12.7,0.038,29,-93.299894,37.256137,385,0,0,0,0,1
"1089",7.9,0.037,17,-111.852199,41.842649,1353,0,0,0,1,0
"1090",3.2,0.038,4,-111.975524,41.206321,1321,0,0,0,0,0
"1091",-0.1,0.033,5,-120.034203,36.953256,85,0,1,0,0,1
"1092",9,0.036,15,-81.3625,28.596389,27,0,1,0,0,0
"1093",4.33333333333333,0.028,5.5,-112.036298,40.496392,1496,0,0,0,0,1
"1094",5.95,0.042,13,-120.6693,35.25651,42,0,1,0,0,0
"1095",5.1,0.019,8,-87.913504,43.060975,209,0,1,0,0,0
"1096",12.2,0.013,22,-112.19193,33.57453,359,0,0,0,1,0
"1097",6.65,0.036,7,-114.61444,32.690278,60,0,1,0,0,0
"1098",6.1,0.026,10,-121.618549,39.138773,18,0,1,0,0,1
"1099",7.2,0.031,11,-100.76821,46.825425,566,0,0,0,0,1
"1100",5,0.039,20,-124.17949,40.77678,22,0,0,0,0,1
"1101",4,0.036,14,-120.4575,34.63782,34,0,1,0,0,0
"1102",4.45,0.038,8,-119.746761,39.540917,1348,0,0,0,0,1
"1103",8.1,0.028,17,-115.078742,36.141875,543,0,0,0,0,0
"1104",6.2,0.044,29,-120.66804,35.49158,269,0,1,0,0,1
"1105",9.9,0.054,15.5,-78.904037,36.032955,124,0,1,0,0,1
"1106",4.4,0.046,17,-81.972222,28.028889,62,0,0,0,0,1
"1107",4.7,0.036,14,-115.052942,36.048705,564,0,0,0,0,1
"1108",3.05,0.032,5,-117.4924,33.99636,231,0,0,0,0,1
"1109",8.3,0.033,10,-121.3621,36.843425,120,0,0,0,1,0
"1110",6.8,0.057,19,-84.50404,39.12886,249,0,1,0,0,0
"1111",10.6,0.044,33,-120.680277,38.20185,310,1,0,0,1,0
"1112",9.55,0.059,31,-86.114444,39.810833,233,0,0,0,0,1
"1113",10.2,0.066,16,-111.852199,41.842649,1353,0,0,0,1,0
"1114",3.3,0.049,8,-82.0224,33.4339,49,0,0,0,0,1
"1115",12.1,0.059,11,-109.455315,47.048537,1250,0,1,0,1,0
"1116",7.46666666666667,0.037,10.6666666666667,-96.700769,43.54792,449,0,1,0,0,0
"1117",2.1,0.044,11,-106.65739,35.01708,1508,0,1,0,1,0
"1118",8.9,0.049,15,-112.111275,40.712146,1307,0,0,0,0,1
"1119",5.9,0.054,13,-112.19193,33.57453,359,0,0,0,1,0
"1120",6.15,0.022,10,-119.643447,36.31567,76,0,0,0,0,1
"1121",10,0.046,18,-93.299894,37.256137,385,0,0,0,0,1
"1122",9.23333333333333,0.0485,25,-86.549167,33.545278,192,0,0,0,0,1
"1123",3.9,0.039,24,-86.114444,39.810833,233,0,0,0,0,1
"1124",1.8,0.042,20,-106.5852,35.1343,1591,0,0,0,0,0
"1125",2.7,0.034,14,-112.14256,33.48378,332,0,0,0,0,1
"1126",8.4,0.039,22,-112.07526,33.40314,325,0,0,0,0,0
"1127",5.05,0.035,7,-81.3625,28.596389,27,0,1,0,0,0
"1128",6.1,0.036,12,-111.884467,40.902967,1311,0,0,0,0,1
"1129",15,0.02,17,-88.21507,43.020075,253,0,0,0,0,0
"1130",5.9,0.059,30,-111.872222,40.736389,1304,0,0,0,0,1
"1131",3.8,0.053,16,-120.66617,35.49453,269,0,1,0,0,1
